ID,CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,CLAIM_AMOUNT,VEHICLE_AGE,CLAIM_IND,AREA,STATE_CODE
3769646256,0,66,0,10,"$93,402","$551,118",z_No,Mal,Masters,,57,Commercial,"$25,810",Panel Truck,2,No,7,$261,17,0,Highly Urban/ Urban,Thueringen
2397275019,0,43,0,13,"$36,441","$403,065",Yes,Mal,Bachelors,Teacher,83,Commercial,"$16,640",Van,0,No,0,$333,15,0,Highly Urban/ Urban,Hessen
864783914,0,57,0,3,$960,"$499,613",Yes,Fem,PhD,Home Maker,110,Private,"$13,220",Minivan,2,No,0,$238,14,0,z_Highly Rural/ Rural,Bayern
4866398737,0,41,0,15,"$115,604","$347,314",z_No,Fem,PhD,Doctor,63,Private,"$17,900",Minivan,0,No,2,$392,16,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3015725259,0,32,0,14,"$39,114","$751,279",Yes,Fem,z_High School,Clerical,92,Private,"$12,080",unknown,0,No,2,$201,11,0,z_Highly Rural/ Rural,Bayern
8674049142,0,40,2,20,"$146,313","$530,676",Yes,Fem,Masters,,83,Commercial,"$29,450",Van,0,No,2,$306,17,0,Highly Urban/ Urban,Bayern
3745487963,0,49,0,11,"$168,429","$306,228",z_No,Fem,PhD,Doctor,67,Private,"$34,150",Sports Car,0,No,3,$286,3,0,Highly Urban/ Urban,Bayern
1298573141,0,70,0,18,"$121,958","$455,301",Yes,Fem,PhD,Doctor,55,Private,"$16,270",unknown,2,No,4,$352,13,0,Highly Urban/ Urban,Bayern
9071133486,0,64,0,3,$560,"$394,153",z_No,Fem,z_High School,Student,93,Commercial,"$9,280",unknown,0,No,1,$341,8,0,z_Highly Rural/ Rural,Sachsen-Anhalt
6759259679,0,58,0,10,"$15,068","$518,232",Yes,Mal,Bachelors,Student,67,Commercial,"$6,450",Pickup,0,No,4,$296,9,0,Highly Urban/ Urban,Bayern
1307475334,0,47,0,16,"$76,698","$288,222",Yes,Fem,Bachelors,Manager,85,Private,"$23,080",Sports Car,0,No,2,$316,10,0,Highly Urban/ Urban,Bayern
5514844718,0,63,0,13,"$33,334","$106,002",z_No,Fem,z_High School,Clerical,89,Private,"$20,120",Minivan,2,No,2,$307,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
525862106,0,46,0,14,"$58,034","$209,974",Yes,Mal,Bachelors,Clerical,50,Commercial,"$29,270",Panel Truck,0,No,3,$251,7,0,Highly Urban/ Urban,Thueringen
4753342535,0,48,1,15,"$27,480","$460,721",Yes,Mal,Bachelors,Student,107,Commercial,"$4,600",Minivan,2,No,2,$307,7,0,Highly Urban/ Urban,Bayern
4384052709,0,62,0,11,"$19,804","$23,556",Yes,Fem,z_High School,Student,80,Commercial,"$19,450",unknown,4,No,7,$296,,0,Highly Urban/ Urban,Berlin
5532134502,0,68,0,,"$108,219","$856,043",Yes,Mal,Masters,Professional,81,Private,"$29,230",Minivan,2,No,0,$357,17,0,Highly Urban/ Urban,Thueringen
7681091951,0,47,3,10,"$35,006","$984,287",Yes,Fem,z_High School,Clerical,78,Private,"$4,040",unknown,0,No,4,$353,7,0,z_Highly Rural/ Rural,Sachsen-Anhalt
3883908592,0,46,3,17,"$33,324","$400,232",Yes,Mal,<High School,Clerical,85,Private,"$12,270",Minivan,0,No,9,$338,3,0,Highly Urban/ Urban,Berlin
2714776426,0,54,0,8,"$107,735",,z_No,Mal,Masters,Nurse,55,Private,"$31,930",Minivan,2,No,0,$294,,0,Highly Urban/ Urban,Thueringen
4213362900,0,45,0,,"$53,948","$252,832",Yes,Mal,z_High School,Teacher,69,Commercial,"$23,450",Minivan,0,No,2,$332,13,0,z_Highly Rural/ Rural,Bayern
1.03856E10,0,50,0,14,"$17,949","$194,337",z_No,Mal,<High School,Teacher,65,Commercial,"$12,230",Pickup,1,Yes,17,"$6,507",8,1,Highly Urban/ Urban,Brandenburg
4932045081,0,66,2,10,"$18,315","$749,493",z_No,Fem,<High School,Clerical,74,Private,"$14,480",Minivan,2,Yes,2,$314,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2439703248,1,49,2,16,,"$206,115",z_No,Fem,z_High School,Teacher,107,Commercial,"$9,360",Sports Car,0,No,0,"$6,536",,1,Highly Urban/ Urban,Bayern
1841110885,0,52,3,15,"$56,608","$208,504",Yes,Mal,Masters,Nurse,60,Private,"$10,700",Minivan,4,No,4,$290,18,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3800730064,0,62,2,18,"$16,912","$352,057",Yes,Fem,z_High School,Home Maker,82,Private,"$10,520",unknown,1,No,3,"$9,092",3,1,Highly Urban/ Urban,Bayern
3015131180,0,54,0,19,"$45,720","$500,525",Yes,Mal,Bachelors,Manager,75,Private,"$21,770",Minivan,0,No,2,$348,8,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2212990468,1,63,1,17,"$64,912","$237,591",Yes,Fem,Masters,Nurse,95,Private,"$32,340",Van,2,Yes,4,"$2,413",15,1,Highly Urban/ Urban,Bayern
3225005134,0,60,3,15,"$23,470","$188,667",Yes,Mal,z_High School,Clerical,71,Private,"$14,690",Minivan,2,Yes,0,"$1,566",3,1,z_Highly Rural/ Rural,Nordrhein-Westfalen
1401501667,0,49,0,,,"$470,789",Yes,Mal,Bachelors,Professional,59,Commercial,"$28,560",Panel Truck,7,No,3,$232,12,0,Highly Urban/ Urban,Bayern
1.04264E10,1,48,2,,"$25,020","$694,902",z_No,Mal,Bachelors,Clerical,69,Private,"$14,220",Minivan,2,No,0,"$3,837",12,1,Highly Urban/ Urban,Hessen
6546139392,0,40,4,15,"$21,782","$252,692",Yes,Fem,z_High School,Home Maker,91,Private,"$6,880",unknown,5,No,2,"$1,100",3,1,Highly Urban/ Urban,Thueringen
1997799332,0,29,3,17,"$55,528","$358,788",Yes,Fem,z_High School,Professional,65,Private,"$10,040",unknown,0,Yes,2,$334,10,0,Highly Urban/ Urban,Bayern
7362511893,0,45,0,11,"$15,154","$122,368",z_No,Fem,<High School,Clerical,58,Private,"$2,920",Sports Car,3,Yes,4,"$8,079",12,1,Highly Urban/ Urban,Bayern
8616413967,1,44,4,15,"$3,109","$496,897",Yes,Fem,<High School,Home Maker,80,Private,"$22,690",Pickup,2,No,4,$275,3,0,Highly Urban/ Urban,Bayern
1135402317,0,49,2,15,,"$94,224",z_No,Fem,<High School,Teacher,88,Private,"$9,730",unknown,0,No,8,"$5,752",6,1,Highly Urban/ Urban,Thueringen
5793710774,2,33,2,17,"$46,536","$297,959",Yes,Fem,<High School,Teacher,72,Private,"$1,500",Sports Car,3,No,8,$324,,0,Highly Urban/ Urban,Bayern
6062742523,2,47,3,14,"$137,663","$53,001",z_No,Fem,Masters,Manager,74,Private,"$19,510",Sports Car,3,No,2,"$4,488",17,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
6435387182,0,72,0,12,,"$341,562",z_No,Mal,PhD,,76,Commercial,"$33,710",Panel Truck,2,Yes,4,$258,20,0,Highly Urban/ Urban,Nordrhein-Westfalen
3948593026,0,65,0,13,"$80,498","$94,224",z_No,Fem,Bachelors,Manager,58,Private,"$14,050",Minivan,2,Yes,4,$258,13,0,Highly Urban/ Urban,Bayern
4396628413,0,47,1,14,"$187,196","$644,562",Yes,Fem,PhD,Nurse,73,Private,"$10,250",unknown,3,No,6,$294,22,0,Highly Urban/ Urban,Bayern
1.47993E10,0,77,0,17,,"$480,107",z_No,Mal,Masters,,67,Commercial,"$33,320",Panel Truck,0,Yes,1,$247,14,0,Highly Urban/ Urban,Bayern
539693291,0,59,0,14,"$62,491","$219,419",Yes,Mal,Masters,,75,Commercial,"$10,910",Pickup,2,No,2,$306,,0,Highly Urban/ Urban,Bayern
2036906886,0,79,0,12,"$62,069","$324,996",Yes,Mal,Masters,,85,Commercial,"$23,230",Panel Truck,0,No,5,$311,19,0,Highly Urban/ Urban,Sachsen
7430302272,0,57,0,12,"$75,386","$147,225",z_No,Fem,PhD,Doctor,56,Private,"$27,600",unknown,2,No,0,$299,20,0,Highly Urban/ Urban,Brandenburg
1660879792,0,65,0,12,"$75,682","$395,926",Yes,Fem,Bachelors,Professional,54,Private,"$23,640",Minivan,2,No,0,$327,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
608686483,1,55,2,14,"$103,353","$435,786",z_No,Mal,Bachelors,Professional,70,Private,"$1,500",Minivan,2,No,6,"$2,642",13,1,Highly Urban/ Urban,Bayern
3414446227,0,83,0,18,"$41,216","$549,804",Yes,Fem,z_High School,Clerical,102,Private,"$9,170",Sports Car,4,Yes,2,"$4,495",9,1,Highly Urban/ Urban,Sachsen-Anhalt
1921519221,0,51,0,3,$960,"$104,809",Yes,Fem,z_High School,Home Maker,95,Private,"$8,660",Sports Car,2,No,5,$231,,0,Highly Urban/ Urban,Bayern
1435311231,1,49,2,15,,"$576,218",Yes,Fem,Bachelors,Teacher,88,Commercial,"$5,200",unknown,3,No,1,"$5,149",5,1,Highly Urban/ Urban,Sachsen-Anhalt
5038146299,0,34,0,,"$30,331","$447,564",z_No,Fem,<High School,Clerical,94,Private,"$4,860",Sports Car,0,No,0,$355,3,0,Highly Urban/ Urban,Bayern
1248439886,0,67,0,15,"$33,133","$459,540",Yes,Mal,z_High School,Clerical,59,Commercial,"$9,640",Pickup,3,No,6,"$1,725",3,1,Highly Urban/ Urban,Hessen
1.01014E10,0,49,0,14,"$34,287","$47,112",z_No,Fem,Bachelors,Clerical,72,Private,"$10,850",unknown,3,No,2,$377,14,0,Highly Urban/ Urban,Bayern
7808613330,0,69,0,3,"$1,760","$247,724",Yes,Fem,Masters,Professional,87,Private,"$6,400",unknown,1,No,10,$277,16,0,Highly Urban/ Urban,Bayern
7303633923,0,62,2,18,"$140,290","$358,123",z_No,Fem,z_High School,Teacher,80,Commercial,"$22,050",Sports Car,0,No,0,$371,3,0,z_Highly Rural/ Rural,Bayern
5201541218,0,45,0,16,"$163,856","$612,508",z_No,Fem,PhD,Nurse,87,Private,"$22,830",Minivan,2,No,0,$332,16,0,z_Highly Rural/ Rural,Bayern
5916916338,0,35,1,13,"$18,415","$252,869",z_No,Fem,<High School,Teacher,95,Private,"$12,380",Minivan,2,No,2,$409,8,0,z_Highly Rural/ Rural,Thueringen
970015570,0,73,0,,"$72,367","$582,395",Yes,Mal,Bachelors,Manager,106,Private,"$14,000",Minivan,0,No,0,$246,13,0,Highly Urban/ Urban,Bayern
2546910101,0,55,0,3,"$1,360","$117,780",Yes,Mal,z_High School,Student,86,Commercial,"$17,470",Van,4,No,5,$320,8,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
3454344499,0,68,0,9,"$38,596","$636,279",Yes,Fem,z_High School,Teacher,77,Commercial,"$13,140",unknown,0,No,4,"$2,629",3,1,Highly Urban/ Urban,Bayern
3951550400,0,65,0,16,"$42,159","$274,602",z_No,Fem,Bachelors,Manager,66,Private,"$15,360",unknown,2,No,0,$381,10,0,Highly Urban/ Urban,Thueringen
1.03896E10,0,49,1,13,"$39,002","$685,865",z_No,Mal,z_High School,Professional,60,Private,"$15,160",Minivan,2,No,0,$234,3,0,Highly Urban/ Urban,Bayern
9180972717,0,46,0,14,"$91,783","$259,116",z_No,Mal,Masters,Nurse,68,Private,"$10,620",Pickup,2,No,0,$195,,0,Highly Urban/ Urban,Bayern
3684882861,0,64,0,10,"$46,747","$237,975",Yes,Fem,Masters,Nurse,50,Private,"$19,380",Minivan,0,No,0,$246,15,0,Highly Urban/ Urban,Bayern
1060099873,0,64,0,,"$85,924","$586,320",Yes,Mal,Bachelors,Teacher,66,Commercial,"$5,760",Pickup,2,No,10,$376,13,0,Highly Urban/ Urban,Thueringen
5958123692,0,46,0,11,"$39,200","$349,678",Yes,Fem,z_High School,Clerical,73,Private,"$16,220",unknown,0,No,2,$331,,0,z_Highly Rural/ Rural,Bayern
4402748888,0,56,2,3,$960,"$92,925",Yes,Fem,z_High School,Home Maker,81,Private,"$8,750",Sports Car,0,No,2,$247,10,0,Highly Urban/ Urban,Thueringen
4298972933,2,37,2,16,"$143,548","$418,257",Yes,Mal,Masters,Manager,73,Private,"$21,790",Minivan,2,No,4,$226,11,0,Highly Urban/ Urban,Thueringen
8803773750,0,52,0,14,"$52,525","$82,446",z_No,Mal,Masters,Nurse,81,Private,"$18,110",Van,4,No,7,$340,17,0,Highly Urban/ Urban,Thueringen
1130247543,0,35,3,3,$560,"$525,700",Yes,Fem,z_High School,Home Maker,70,Private,"$11,740",unknown,4,No,4,"$6,045",3,1,Highly Urban/ Urban,Bayern
9783785039,0,47,0,14,"$105,944","$420,623",Yes,Mal,Masters,Professional,69,Private,"$13,800",Minivan,5,Yes,6,$224,19,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
508865917,0,66,0,13,"$66,825","$229,944",Yes,Mal,Masters,Nurse,104,Private,"$12,230",Minivan,0,No,3,"$13,358",11,1,Highly Urban/ Urban,Bayern
5451301891,0,53,0,10,,,z_No,Mal,Masters,,62,Commercial,"$23,350",Panel Truck,5,No,8,"$4,445",19,1,Highly Urban/ Urban,Berlin
1868005321,0,54,0,15,"$32,954","$630,123",z_No,Fem,z_High School,Clerical,78,Private,"$13,770",unknown,2,No,2,$321,3,0,Highly Urban/ Urban,Bayern
8593893443,0,47,0,12,"$77,186","$447,591",Yes,Mal,Bachelors,Teacher,63,Commercial,"$23,390",Panel Truck,2,No,0,$292,16,0,Highly Urban/ Urban,Thueringen
5522647899,1,61,3,19,"$8,488","$473,038",Yes,Mal,<High School,Clerical,71,Private,"$8,080",Pickup,2,No,2,$386,10,0,z_Highly Rural/ Rural,Berlin
1179855939,0,45,4,3,$560,"$229,671",z_No,Mal,z_High School,Student,59,Commercial,"$15,090",Minivan,3,No,4,"$8,140",7,1,Highly Urban/ Urban,Bayern
2661910785,0,43,0,3,,"$115,113",Yes,Fem,Bachelors,Student,93,Commercial,"$12,850",unknown,2,No,3,"$3,936",8,1,Highly Urban/ Urban,Bayern
7700932591,1,46,1,12,"$34,157","$490,445",Yes,Fem,Masters,Nurse,108,Private,"$21,690",Minivan,2,No,6,$244,16,0,Highly Urban/ Urban,Bayern
756111077,0,40,0,14,"$45,265","$264,997",Yes,Fem,Bachelors,Professional,95,Private,"$12,840",unknown,4,No,2,"$5,398",12,1,Highly Urban/ Urban,Thueringen
9464402111,0,38,1,3,$560,"$641,403",Yes,Fem,Bachelors,Home Maker,71,Private,"$8,350",unknown,0,No,7,$278,9,0,Highly Urban/ Urban,Bayern
1170784648,0,62,0,12,"$69,952","$417,212",z_No,Fem,Bachelors,Teacher,81,Commercial,"$15,120",Minivan,2,No,7,$309,12,0,z_Highly Rural/ Rural,Brandenburg
2421619087,0,49,0,14,"$133,121","$1,362,675",z_No,Mal,Masters,Professional,53,Commercial,"$30,150",Panel Truck,1,No,0,$315,3,0,Highly Urban/ Urban,Sachsen-Anhalt
7005872064,0,63,0,18,"$32,698","$544,461",Yes,Mal,<High School,Teacher,68,Commercial,"$14,620",unknown,2,No,2,"$5,415",3,1,Highly Urban/ Urban,Bayern
5314065972,0,79,1,20,"$97,790","$425,939",Yes,Mal,Masters,Professional,68,Private,"$11,180",unknown,0,No,0,$291,18,0,Highly Urban/ Urban,Bayern
2537378226,0,66,0,12,"$126,853","$35,334",z_No,Mal,PhD,,66,Commercial,"$7,500",Pickup,4,No,4,$285,17,0,Highly Urban/ Urban,Bayern
1630772400,2,47,4,9,"$155,137","$509,759",z_No,Fem,Bachelors,Teacher,72,Private,"$20,450",unknown,3,No,5,$304,3,0,Highly Urban/ Urban,Bayern
3638043760,0,56,0,10,"$64,974","$492,201",Yes,Mal,<High School,Teacher,78,Commercial,"$7,900",Pickup,5,No,3,"$2,398",7,1,Highly Urban/ Urban,Bayern
928257349,0,38,0,14,"$80,308","$505,592",Yes,Fem,z_High School,Manager,68,Private,"$13,150",unknown,0,No,2,$253,3,0,Highly Urban/ Urban,Bayern
1993573701,0,78,2,17,"$192,649","$889,820",Yes,Mal,PhD,,76,Commercial,"$21,100",Van,2,No,0,"$6,778",,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
881241806,1,65,1,10,,"$600,678",Yes,Fem,z_High School,Student,85,Private,"$7,050",Sports Car,2,No,0,$387,12,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1265877974,0,77,0,18,"$108,712","$665,429",Yes,Fem,Masters,Manager,63,Private,"$12,320",unknown,2,Yes,2,$265,17,0,Highly Urban/ Urban,Brandenburg
3879781079,0,66,0,17,,"$1,259,704",Yes,Mal,Bachelors,Manager,93,Private,"$21,320",Van,2,No,0,$280,15,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5218600279,0,45,0,15,"$124,480","$636,958",Yes,Mal,Bachelors,Teacher,59,Commercial,"$17,550",Van,0,No,0,$365,,0,Highly Urban/ Urban,Hessen
5539182462,0,61,0,16,"$45,817","$366,166",Yes,Mal,Bachelors,Clerical,78,Commercial,"$29,210",Panel Truck,2,No,0,$302,,0,Highly Urban/ Urban,Hessen
2106858876,0,39,0,11,"$54,204","$547,677",z_No,Mal,Bachelors,Professional,73,Commercial,"$20,920",Van,1,No,1,"$4,331",10,1,Highly Urban/ Urban,Bayern
1699339752,1,67,2,20,"$43,217","$781,471",Yes,Fem,Masters,Manager,80,Private,"$20,870",Sports Car,0,No,0,$304,23,0,Highly Urban/ Urban,Bayern
9603205873,0,57,1,11,"$127,028","$17,667",z_No,Fem,Masters,Manager,79,Commercial,"$32,690",Pickup,2,No,2,"$2,382",20,1,Highly Urban/ Urban,Bayern
3552400637,3,34,3,12,"$76,476","$889,574",Yes,Fem,z_High School,Teacher,98,Commercial,"$13,050",Sports Car,0,Yes,0,$264,8,0,z_Highly Rural/ Rural,Thueringen
851544731,0,78,0,19,"$77,514","$802,856",z_No,Mal,Bachelors,Professional,89,Private,"$19,540",Minivan,0,Yes,2,$220,13,0,Highly Urban/ Urban,Bayern
8339280419,0,66,1,11,"$150,912","$1,016,454",Yes,Fem,Masters,Manager,66,Private,"$24,240",Pickup,0,No,0,$330,19,0,Highly Urban/ Urban,Thueringen
1515506334,0,73,0,11,"$89,920","$573,812",Yes,Mal,Masters,Nurse,59,Private,"$13,630",Minivan,0,No,4,$287,19,0,Highly Urban/ Urban,Bayern
1712134669,1,41,1,15,"$38,940","$202,940",Yes,Fem,<High School,Clerical,81,Private,"$5,260",unknown,4,No,2,"$9,037",3,1,Highly Urban/ Urban,Bayern
2319212574,0,55,2,18,"$23,904","$459,289",Yes,Mal,z_High School,Teacher,55,Private,"$7,930",Pickup,2,No,5,"$6,629",3,1,Highly Urban/ Urban,Berlin
6243324773,0,41,0,19,"$44,250","$364,886",Yes,Fem,Bachelors,Teacher,74,Private,"$23,640",unknown,2,No,0,$376,12,0,Highly Urban/ Urban,Thueringen
456865537,0,62,0,13,"$49,297","$255,598",Yes,Mal,Bachelors,Manager,69,Private,"$11,220",Pickup,0,No,3,$350,3,0,Highly Urban/ Urban,Bayern
6693936083,0,54,0,15,"$65,219","$243,254",Yes,Mal,z_High School,Clerical,71,Private,"$25,100",Minivan,4,No,3,$309,11,0,Highly Urban/ Urban,Bayern
4235857251,0,49,0,15,"$111,346","$523,936",Yes,Mal,Masters,,66,Commercial,"$16,640",Van,0,No,6,"$3,732",16,1,Highly Urban/ Urban,Hessen
5504843989,0,51,0,15,"$54,725","$547,677",z_No,Fem,Bachelors,Professional,50,Private,"$12,360",unknown,2,No,2,$353,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
6583281840,0,67,0,9,"$13,501","$412,230",z_No,Mal,<High School,Clerical,50,Private,"$7,500",Minivan,2,No,0,$351,3,0,z_Highly Rural/ Rural,Bayern
8568784354,0,38,0,15,"$105,231","$318,154",Yes,Mal,Masters,,85,Commercial,"$36,120",Panel Truck,0,No,4,$230,13,0,Highly Urban/ Urban,Thueringen
1863429013,0,52,2,,"$26,786","$653,965",Yes,Fem,z_High School,Clerical,113,Private,"$23,610",unknown,2,No,3,$172,3,0,z_Highly Rural/ Rural,Thueringen
1911677790,0,31,1,,"$68,238","$650,453",Yes,Fem,Masters,Nurse,94,Private,"$20,210",Minivan,0,No,2,$348,18,0,z_Highly Rural/ Rural,Bayern
3289872376,0,42,0,13,"$105,550","$318,318",z_No,Fem,Bachelors,Professional,85,Private,"$16,080",unknown,0,No,0,$378,9,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
